hotelcode,min,max,Diff_Min,Diff_Max,Score
474257,57.02,139.38,0.207,0.249,0.23
474292,66.62,148.78,0.097,0.203,0.15
474639,89.75,153.1,0.168,0.182,0.17
474675,63.21,247.87,0.136,0.286,0.21
474743,70.25,103.2,0.055,0.428,0.24
474762,105.59,205.9,0.349,0.079,0.21
474774,82.36,82.36,0.083,0.531,0.31
474915,57.94,107.11,0.196,0.409,0.30
475112,52,104.42,0.264,0.422,0.34
475195,29.29,63.53,0.524,0.624,0.57
475216,48.07,130.06,0.309,0.296,0.30
475264,84.48,84.48,0.107,0.521,0.31
475272,30.7,42.59,0.508,0.728,0.62
475278,44.48,148.19,0.351,0.206,0.28
475281,50.68,84.48,0.280,0.521,0.40
475328,40.69,73.77,0.394,0.574,0.48
475350,41.64,76.15,0.383,0.562,0.47
476450,62.89,73.33,0.140,0.576,0.36
476475,63.36,89.75,0.134,0.495,0.31
476533,79.19,89.75,0.047,0.495,0.27
476594,59.28,74.34,0.181,0.571,0.38
476705,80.37,120.55,0.060,0.343,0.20
476839,89.75,121.43,0.168,0.339,0.25
477172,142.54,142.54,0.772,0.234,0.50
477277,89.75,126.71,0.168,0.312,0.24
477361,72.86,116.16,0.026,0.365,0.20
477453,73.4,230.5,0.019,0.201,0.11
477481,59.14,91.87,0.183,0.485,0.33
477484,168.94,168.94,1.075,0.104,0.59
477954,215.67,469.88,1.609,1.385,1.50
478224,47.52,89.75,0.316,0.495,0.41
478548,107.47,117.61,0.371,0.358,0.36
478887,209.07,232.3,1.533,0.210,0.87
479249,76.43,190.03,0.015,0.001,0.01
479703,85.39,139.64,0.118,0.249,0.18
479756,52.13,135.53,0.263,0.269,0.27
479904,87.79,122.9,0.145,0.331,0.24
480087,516.6,553.5,5.049,1.799,3.42
480248,137.27,153.1,0.711,0.182,0.45
480330,77.93,102.83,0.032,0.431,0.23
480878,157.34,189.01,0.940,0.004,0.47
481047,55.85,110.71,0.220,0.392,0.31
481092,140.65,174.8,0.749,0.075,0.41
481331,56.8,134.27,0.209,0.275,0.24
481945,56.26,85.39,0.215,0.517,0.37
482047,37.46,42.15,0.430,0.731,0.58
482203,24.09,42.23,0.583,0.731,0.66
482219,49.73,115.54,0.290,0.368,0.33
482433,130.6,166.77,0.635,0.114,0.37
482464,52.24,106.49,0.261,0.413,0.34
482833,43.82,58.43,0.358,0.651,0.50
483349,41.76,82.1,0.381,0.534,0.46
483616,67.71,101.38,0.085,0.438,0.26
483958,28.51,59.55,0.533,0.646,0.59
484323,69.32,114.53,0.066,0.373,0.22
484988,95.03,95.03,0.228,0.470,0.35
485173,59.33,106.42,0.180,0.414,0.30
485428,140.65,140.65,0.750,0.244,0.50
485549,74.88,116.71,0.003,0.363,0.18
485639,94.43,188.87,0.221,0.005,0.11
485962,47.52,95.03,0.316,0.470,0.39
486124,73.43,112.58,0.019,0.383,0.20
486382,26.17,30.19,0.560,0.792,0.68
486793,27.63,61.63,0.543,0.636,0.59
486897,67.13,242.71,0.091,0.262,0.18
486907,57.22,182.68,0.205,0.036,0.12
487114,201.12,382.13,1.442,0.953,1.20
487555,160.74,351.62,0.980,0.802,0.89
487862,69.32,96.44,0.066,0.463,0.26
487925,85.72,187.97,0.122,0.009,0.07
488049,116.86,186.49,0.478,0.017,0.25
488144,49.23,69.32,0.296,0.598,0.45
488346,41.6,78.68,0.383,0.551,0.47
489953,61.28,101.14,0.158,0.440,0.30
490020,104.54,225.99,0.337,0.179,0.26
490323,83.41,190.07,0.095,0.001,0.05
490353,40.27,97.4,0.399,0.459,0.43
490391,45.37,166.34,0.340,0.117,0.23
490534,52.72,100.38,0.256,0.444,0.35
490541,52.74,58.67,0.256,0.651,0.45
490595,123.54,215.41,0.555,0.127,0.34
490773,45.21,54.25,0.342,0.673,0.51
490951,57.76,165.61,0.199,0.120,0.16
490967,44.2,115.54,0.354,0.369,0.36
491260,65.3,80.37,0.112,0.543,0.33
491439,123.94,191.07,0.559,0.006,0.28
492181,62.55,109.47,0.144,0.399,0.27
493057,48.69,48.69,0.302,0.701,0.50
493258,44.02,54.6,0.356,0.671,0.51
493703,78.38,78.38,0.038,0.554,0.30
493825,79.57,116.03,0.051,0.367,0.21
494076,112.39,265.85,0.427,0.377,0.40
494316,45.21,53.34,0.342,0.678,0.51
494924,55.02,171.06,0.230,0.093,0.16
494990,43.73,114.97,0.359,0.372,0.37
495053,99.42,99.42,0.279,0.449,0.36
495418,51.74,89.75,0.268,0.497,0.38
495912,109.82,199.57,0.398,0.048,0.22
496266,69.32,99.46,0.066,0.449,0.26
497501,55.75,164.72,0.222,0.125,0.17
498184,50.82,108.17,0.278,0.406,0.34
498381,126.71,126.71,0.591,0.314,0.45
498735,40.18,85.39,0.400,0.519,0.46
498756,51.74,51.74,0.268,0.686,0.48
499313,92.78,135.53,0.203,0.270,0.24
499315,80.37,100.46,0.060,0.444,0.25
499368,100.32,168.94,0.289,0.104,0.20
499377,75.91,102.76,0.009,0.433,0.22
499441,82.38,107.49,0.083,0.410,0.25
499497,114.93,258.71,0.456,0.342,0.40
499509,101.37,107.7,0.301,0.409,0.35
500920,95.03,168.94,0.228,0.104,0.17
500944,73.86,109.82,0.014,0.398,0.21
500950,70.33,93.33,0.055,0.480,0.27
501598,31.08,51.79,0.504,0.687,0.60
501644,65.07,97.08,0.115,0.462,0.29
501646,68.15,97.37,0.080,0.460,0.27
501741,55.25,83.35,0.228,0.530,0.38
501995,527.97,527.97,5.186,1.681,3.43
502113,59.69,168.73,0.176,0.105,0.14
502198,57.45,278.76,0.202,0.442,0.32
502239,86.4,183.73,0.129,0.031,0.08
502279,64.38,200.32,0.123,0.052,0.09
502531,63.13,169.71,0.137,0.100,0.12
502864,95.03,147.83,0.228,0.209,0.22
503028,58.27,626.04,0.193,2.168,1.18
503105,95.03,114.04,0.228,0.377,0.30
503189,84.48,143.6,0.107,0.230,0.17
504602,58.43,107.11,0.191,0.412,0.30
505729,48.23,170.79,0.308,0.095,0.20
506227,67.27,76.88,0.090,0.562,0.33
506645,71.27,144.59,0.044,0.225,0.13
507806,55.76,96.32,0.222,0.465,0.34
508813,105.46,243.73,0.348,0.268,0.31
509349,72.33,105.48,0.032,0.420,0.23
509363,118.67,118.67,0.499,0.354,0.43
509402,63.58,98.66,0.132,0.454,0.29
509419,83.01,292.85,0.091,0.512,0.30
509463,49.44,141.45,0.294,0.241,0.27
509504,63.29,69.32,0.135,0.600,0.37
509667,73.33,73.33,0.020,0.580,0.30
509696,69.32,230.06,0.066,0.200,0.13
509744,75.35,75.35,0.003,0.570,0.29
509788,28.55,66.63,0.534,0.613,0.57
509804,40.18,65.3,0.400,0.620,0.51
509878,50.23,130.6,0.285,0.295,0.29
509977,43.2,155.72,0.366,0.170,0.27
510048,66.1,129.1,0.103,0.303,0.20
510124,39.18,68.32,0.412,0.605,0.51
510130,61.4,85.08,0.157,0.522,0.34
511011,46.57,131.99,0.327,0.288,0.31
512315,110.87,153.1,0.410,0.183,0.30
513113,263.98,337.9,2.165,0.737,1.45
513360,66.46,178.19,0.099,0.058,0.08
513605,234.08,330.52,1.822,0.700,1.26
513672,91.23,269.89,0.185,0.398,0.29
513810,44.2,150.69,0.354,0.195,0.27
514009,64.03,147.4,0.127,0.211,0.17
514438,100.51,296.19,0.291,0.529,0.41
514935,45.26,175.26,0.342,0.073,0.21
515437,168.94,362.98,1.075,0.862,0.97
515850,36.01,36.01,0.448,0.766,0.61
516293,81.38,135.63,0.072,0.270,0.17
516341,61.28,61.28,0.158,0.640,0.40
516635,50.23,95.44,0.285,0.470,0.38
516711,70.97,202.77,0.047,0.064,0.06
516942,82.36,380.13,0.083,0.947,0.52
516955,79.19,110.87,0.047,0.393,0.22
517341,107.7,126.71,0.374,0.315,0.34
517461,120.55,321.48,0.521,0.655,0.59
517643,46.91,118.85,0.323,0.354,0.34
517655,63.36,84.48,0.135,0.525,0.33
518171,40.18,80.37,0.400,0.545,0.47
518371,135.63,251.15,0.694,0.305,0.50
518420,72.33,175.81,0.032,0.070,0.05
518848,42.19,49.23,0.377,0.701,0.54
518911,68.06,222.82,0.081,0.164,0.12
519116,62.28,115.54,0.147,0.370,0.26
519520,111.15,284.59,0.413,0.472,0.44
520330,107.7,176.13,0.374,0.068,0.22
520361,66.52,70.75,0.098,0.593,0.35
520396,100.32,158.39,0.289,0.157,0.22
521153,140.65,155.72,0.751,0.170,0.46
521690,28.03,87.4,0.540,0.511,0.53
522694,66.8,123.96,0.095,0.328,0.21
522702,189.01,225.96,1.306,0.180,0.74
522841,194.73,262.89,1.371,0.364,0.87
522975,64.06,190.32,0.127,0.002,0.06
522993,63.36,99,0.135,0.453,0.29
523992,84.48,95.03,0.108,0.473,0.29
525300,79.19,121.43,0.047,0.341,0.19
525306,23.8,76.15,0.588,0.567,0.58
525729,23.8,59.49,0.588,0.650,0.62
526004,53.4,94.23,0.249,0.477,0.36
526320,22.61,59.49,0.602,0.650,0.63
526651,114.04,177.39,0.447,0.062,0.25
526690,72.86,93.98,0.026,0.478,0.25
528069,52.44,83.38,0.260,0.531,0.40
528472,35.16,104.49,0.458,0.426,0.44
528507,63.94,140.65,0.128,0.246,0.19
528664,76.33,194.29,0.014,0.022,0.02
529124,98.2,114.04,0.265,0.378,0.32
529409,81.38,206.75,0.072,0.084,0.08
529587,103.48,240.75,0.326,0.254,0.29
529665,78.49,144.59,0.039,0.226,0.13
529928,40.18,95.44,0.401,0.471,0.44
530149,35.16,50.23,0.458,0.697,0.58
530159,60.28,85.39,0.170,0.521,0.35
530627,129.21,250.32,0.621,0.302,0.46
530677,43.2,60.28,0.366,0.647,0.51
530780,31.34,68.22,0.502,0.607,0.55
530827,104.98,129.3,0.343,0.302,0.32
530987,50.23,120.55,0.285,0.346,0.32
531868,79.19,79.19,0.047,0.553,0.30
531916,49.42,54.9,0.295,0.674,0.48
531929,60.14,121.96,0.172,0.339,0.26
531943,68.64,79.19,0.074,0.553,0.31
532079,51.74,85.53,0.268,0.521,0.39
532372,76.43,170.41,0.015,0.097,0.06
532460,20.33,85.52,0.629,0.521,0.58
532479,111.29,368.99,0.415,0.895,0.65
533177,48.05,57.65,0.311,0.660,0.49
533585,26.56,55.33,0.557,0.672,0.61
533645,50.23,75.35,0.286,0.572,0.43
533768,47.52,73.91,0.317,0.579,0.45
534187,85.39,90.42,0.118,0.497,0.31
534440,100.31,116.16,0.289,0.368,0.33
534693,38.01,68.64,0.426,0.606,0.52
534932,89.75,100.32,0.168,0.448,0.31
535229,63.36,126.71,0.135,0.316,0.23
535471,92.74,235.82,0.203,0.230,0.22
535830,121.43,148.86,0.532,0.205,0.37
536243,51.07,111.02,0.276,0.394,0.34
536561,50.23,95.44,0.286,0.472,0.38
537211,55.51,93.93,0.225,0.480,0.35
537329,60.28,163.29,0.170,0.133,0.15
537718,54.25,90.42,0.240,0.497,0.37
538436,55.25,55.25,0.228,0.673,0.45
539137,64.03,69.2,0.127,0.604,0.37
539145,41.31,61.96,0.388,0.640,0.51
539149,149.75,149.75,0.858,0.201,0.53
539321,53.71,56.8,0.246,0.666,0.46
539386,43.82,63.29,0.359,0.634,0.50
539403,41.11,80.95,0.391,0.545,0.47
540602,47.59,71.39,0.316,0.593,0.45
540638,36.96,58.08,0.438,0.660,0.55
540679,71.27,100.32,0.044,0.448,0.25
540685,52.8,52.8,0.256,0.686,0.47
540718,68.64,142.55,0.074,0.237,0.16
540831,87.43,153.95,0.142,0.180,0.16
540854,90.81,124.86,0.181,0.326,0.25
540871,104.54,158.39,0.338,0.158,0.25
542452,73.68,262.26,0.016,0.362,0.19
542686,77.36,110.51,0.026,0.398,0.21
542794,80.56,102.24,0.063,0.439,0.25
543319,60.28,83.38,0.170,0.533,0.35
543590,65.89,95.03,0.106,0.475,0.29
544689,78.14,130.93,0.035,0.295,0.17
545149,91.87,137.27,0.193,0.264,0.23
545308,51.67,106.25,0.269,0.419,0.34
545827,146.99,291.25,0.826,0.508,0.67
546421,60.28,160.07,0.170,0.149,0.16
547240,56.07,93.98,0.219,0.481,0.35
547252,68.63,104.54,0.074,0.428,0.25
547503,41.7,58.27,0.384,0.660,0.52
548335,85.16,154.11,0.116,0.179,0.15
548459,72.86,116.16,0.026,0.370,0.20
548480,58.77,161.74,0.188,0.141,0.16
548593,71.81,116.16,0.038,0.370,0.20
549390,45.21,155.72,0.344,0.171,0.26
550379,80.37,95.44,0.061,0.474,0.27
550545,25.12,50.23,0.575,0.700,0.64
551092,60.28,130.6,0.170,0.297,0.23
551787,124.57,176.07,0.569,0.069,0.32
554060,44.2,92.32,0.355,0.489,0.42
554289,119.55,179.83,0.511,0.050,0.28
554887,50.23,92.43,0.286,0.489,0.39
555111,49.23,59.28,0.298,0.655,0.48
555350,112.58,112.58,0.431,0.388,0.41
556196,15.29,28.27,0.688,0.811,0.75
556344,65.22,95.78,0.114,0.472,0.29
556712,22.31,35.57,0.607,0.774,0.69
557262,85.68,155.79,0.122,0.171,0.15
557977,68.46,139.15,0.076,0.255,0.17
559048,64.55,107.58,0.121,0.413,0.27
559345,65.2,138.14,0.114,0.260,0.19
559386,82.63,113.6,0.087,0.383,0.23
559402,58.87,102.24,0.187,0.440,0.31
559446,75.39,166.79,0.003,0.116,0.06
559653,50.6,87.79,0.282,0.513,0.40
560975,31.27,49,0.505,0.708,0.61
561470,84.9,106.12,0.113,0.421,0.27
561476,79.19,153.1,0.047,0.185,0.12
561483,101.37,101.37,0.302,0.445,0.37
561486,73.91,73.91,0.014,0.583,0.30
561502,139.38,139.38,0.740,0.254,0.50
561520,52.8,52.8,0.257,0.689,0.47
561523,77.03,87.58,0.022,0.514,0.27
561595,100.1,152.05,0.288,0.190,0.24
561601,185.31,269.16,1.268,0.398,0.83
561614,58.07,63.36,0.196,0.636,0.42
561615,100.32,126.71,0.290,0.317,0.30
561616,78.14,101.37,0.035,0.445,0.24
561620,95.03,114.04,0.229,0.381,0.31
561681,47.52,52.8,0.317,0.689,0.50
561696,90.28,90.28,0.175,0.501,0.34
561704,31.68,105.59,0.500,0.424,0.46
561707,52.8,52.8,0.257,0.689,0.47
561708,89.33,107.7,0.164,0.413,0.29
561712,67.57,159.44,0.087,0.153,0.12
561714,80.78,93.98,0.065,0.482,0.27
561720,52.8,63.36,0.257,0.636,0.45
561724,73.91,116.16,0.014,0.371,0.19
561733,88.7,120.38,0.157,0.350,0.25
561744,104.54,178.45,0.339,0.058,0.20
561975,36.96,89.75,0.439,0.504,0.47
562099,99.04,109.47,0.276,0.405,0.34
562389,104.5,215.01,0.339,0.126,0.23
562439,55.25,75.35,0.229,0.576,0.40
562494,62.89,82.88,0.141,0.539,0.34
562541,28.93,139.64,0.532,0.253,0.39
562610,70.33,148.69,0.055,0.207,0.13
562700,59.28,67.31,0.182,0.617,0.40
562755,51.64,147.68,0.270,0.212,0.24
563128,73.33,179.83,0.020,0.051,0.04
563363,75.25,97.39,0.002,0.466,0.23
564015,69.69,86.58,0.062,0.520,0.29
564259,69.17,76.86,0.068,0.569,0.32
564619,289.69,495.22,2.471,1.537,2.00
565476,60.28,85.39,0.171,0.526,0.35
565731,43.82,58.43,0.360,0.662,0.51
565780,30.67,76.91,0.512,0.569,0.54
566290,45.4,86.58,0.342,0.520,0.43
566291,45.4,78.14,0.342,0.563,0.45
566298,147.83,200.62,0.838,0.054,0.45
566299,107.7,107.7,0.376,0.414,0.39
566316,89.75,125.66,0.169,0.324,0.25
566319,101.37,114.04,0.303,0.382,0.34
566329,82.36,164.72,0.084,0.127,0.11
566330,63.36,89.75,0.135,0.505,0.32
566334,52.8,52.8,0.257,0.691,0.47
566424,57.02,175.81,0.208,0.071,0.14
566538,196.41,456.68,1.397,1.344,1.37
566805,163.84,505.33,1.022,1.589,1.31
567767,48.57,138.89,0.306,0.257,0.28
567990,52.8,131.99,0.257,0.292,0.27
568348,28.18,97.25,0.540,0.467,0.50
568676,80.62,148.88,0.064,0.207,0.14
568678,47.52,131.99,0.318,0.292,0.30
568984,57.17,133.25,0.207,0.285,0.25
569237,123.77,170.49,0.561,0.098,0.33
570208,84.47,165.93,0.108,0.121,0.11
572314,27.77,105.59,0.545,0.425,0.49
575844,51.23,120.55,0.275,0.349,0.31
577169,85.39,120.55,0.119,0.349,0.23
577265,46.71,120.06,0.327,0.352,0.34
580867,67.31,89.41,0.090,0.507,0.30
581650,52.72,235.09,0.258,0.228,0.24
581772,45.21,75.35,0.344,0.577,0.46
582431,84.39,84.39,0.107,0.532,0.32
583511,127.55,323.37,0.604,0.673,0.64
584058,39.98,85.43,0.405,0.527,0.47
584121,63.36,162.19,0.135,0.140,0.14
585552,55.25,123.57,0.229,0.334,0.28
585801,70.76,212.06,0.050,0.112,0.08
586055,62.3,62.3,0.148,0.643,0.40
586087,33.31,38.07,0.482,0.766,0.62
586283,63.36,316.78,0.135,0.640,0.39
586492,69.69,95.03,0.062,0.478,0.27
586767,76.03,152.05,0.011,0.191,0.10
587096,41.18,100.32,0.391,0.452,0.42
588189,52.8,147.83,0.257,0.212,0.23
588314,109.19,257.19,0.393,0.340,0.37
588482,77.2,126.71,0.024,0.319,0.17
588903,43.2,95.44,0.368,0.476,0.42
588913,55.25,74.34,0.229,0.583,0.41
589027,58.29,88.7,0.194,0.511,0.35
589403,33.2,39.84,0.483,0.757,0.62
589508,94.94,190.88,0.229,0.005,0.12
589812,89.75,116.16,0.169,0.372,0.27
590097,68.64,142.55,0.075,0.239,0.16
590112,163.46,188.8,1.019,0.005,0.51
592638,101.37,158.39,0.303,0.159,0.23
592940,52.81,136.3,0.257,0.270,0.26
594212,35.92,51.47,0.452,0.699,0.58
594682,36.86,36.86,0.441,0.773,0.61
594965,35.16,79.37,0.461,0.558,0.51
596716,56.8,132.82,0.211,0.288,0.25
596868,78.14,173.18,0.035,0.084,0.06
598228,184.78,343.17,1.265,0.774,1.02
598498,25.34,53.22,0.574,0.690,0.63
598893,61.3,264.14,0.159,0.375,0.27
599061,52.8,58.07,0.257,0.666,0.46
599062,84.48,100.32,0.108,0.452,0.28
599069,71.81,71.81,0.038,0.596,0.32
599070,52.8,61.24,0.257,0.650,0.45
599162,171.06,248.14,1.107,0.294,0.70
599268,127.6,127.6,0.606,0.315,0.46
599305,72.86,72.86,0.026,0.591,0.31
599317,83.41,166.84,0.096,0.116,0.11
599347,101.37,139.38,0.303,0.255,0.28
599380,76.03,139.38,0.011,0.255,0.13
599443,100.32,147.83,0.291,0.213,0.25
599467,88.7,139.38,0.157,0.255,0.21
599477,95.93,147.83,0.240,0.213,0.23
599482,107.7,139.38,0.376,0.255,0.32
599598,49.01,169.12,0.301,0.105,0.20
599675,47.59,70.32,0.317,0.604,0.46
599706,88.7,174.86,0.157,0.076,0.12
599796,87.79,113.6,0.146,0.386,0.27
599816,76.43,97.08,0.015,0.469,0.24
599847,53.71,102.24,0.247,0.443,0.35
599895,50.19,74.36,0.287,0.584,0.44
599983,39.6,95.03,0.410,0.480,0.44
600043,148.09,148.09,0.842,0.211,0.53
600098,76.03,76.03,0.011,0.576,0.29
600420,34.39,75.91,0.470,0.577,0.52
600502,141.92,285.1,0.771,0.482,0.63
600506,92.92,104.54,0.206,0.432,0.32
600553,114.04,126.71,0.449,0.320,0.38
600575,55.44,133.05,0.227,0.288,0.26
600576,68.64,68.64,0.075,0.614,0.34
600620,36.49,114.68,0.446,0.381,0.41
600802,52.8,84.48,0.257,0.533,0.40
600806,73.86,110.87,0.014,0.400,0.21
600815,42.19,52.24,0.380,0.697,0.54
601049,67.92,93.13,0.083,0.490,0.29
601052,64.29,105.48,0.125,0.427,0.28
601518,17.85,72.81,0.661,0.593,0.63
601709,44.68,44.68,0.351,0.735,0.54
601979,53.04,108.3,0.255,0.413,0.33
602005,92.95,175.58,0.206,0.072,0.14
602140,114.04,114.04,0.450,0.384,0.42
602703,121.38,121.38,0.534,0.347,0.44
602737,30.14,68.32,0.519,0.616,0.57
602740,34.08,34.08,0.474,0.789,0.63
602789,19.73,35.08,0.640,0.784,0.71
602975,72.98,93.83,0.024,0.487,0.26
603205,73.91,160.5,0.014,0.149,0.08
603369,60.82,119.96,0.165,0.354,0.26
603416,88.7,101.37,0.157,0.449,0.30
603486,72.86,116.16,0.026,0.374,0.20
603508,72.86,100.32,0.026,0.454,0.24
604498,55.25,55.25,0.229,0.683,0.46
604572,32.78,46.82,0.489,0.725,0.61
606707,38.37,108.53,0.424,0.413,0.42
607110,93.98,131.99,0.218,0.294,0.26
607369,35.34,39.26,0.459,0.764,0.61
608235,53.24,90.42,0.253,0.505,0.38
608562,26.39,104.54,0.563,0.433,0.50
608718,95.03,211.19,0.230,0.108,0.17
608757,55.25,55.25,0.229,0.683,0.46
611551,236.09,236.09,1.860,0.234,1.05
615577,49.23,53.24,0.299,0.693,0.50
615693,87.43,112.77,0.142,0.391,0.27
615726,62.3,83.41,0.148,0.540,0.34
615755,63.36,68.64,0.136,0.615,0.38
616427,70.74,211.19,0.050,0.108,0.08
619550,31.65,641.32,0.502,2.291,1.40
620103,79.19,179.51,0.047,0.053,0.05
620890,47.22,112.89,0.322,0.391,0.36
621124,99.46,526.96,0.282,1.710,1.00
621136,82.1,180.23,0.081,0.049,0.06
621363,57.02,82.36,0.209,0.545,0.38
623418,109.5,199.92,0.398,0.051,0.22
623424,76.35,134.62,0.014,0.280,0.15
625115,157.34,178.45,0.951,0.058,0.50
625495,140.21,508.24,0.752,1.615,1.18
625898,164.56,188.82,1.034,0.005,0.52
626359,40.18,87.4,0.404,0.520,0.46
626436,89.41,132.61,0.165,0.291,0.23
626876,126.71,248.14,0.596,0.296,0.45
626952,63,226.18,0.140,0.184,0.16
627114,40.18,80.37,0.404,0.556,0.48
627295,51.23,110.51,0.276,0.403,0.34
627429,81.83,102.95,0.078,0.441,0.26
627499,107.7,114.04,0.377,0.385,0.38
627526,112.58,267.5,0.433,0.394,0.41
627815,105.59,185.85,0.352,0.020,0.19
627883,76.03,168.94,0.011,0.106,0.06
628138,176.32,274.26,1.170,0.428,0.80
628667,44.88,68.64,0.349,0.615,0.48
628704,80.78,158.39,0.066,0.160,0.11
628856,30.14,90.42,0.520,0.505,0.51
628920,75.04,101.35,0.001,0.449,0.23
628951,172.41,181.48,1.124,0.043,0.58
628954,38.44,68.23,0.424,0.618,0.52
628974,87.79,103.28,0.147,0.440,0.29
629103,60.93,102.24,0.164,0.445,0.30
630162,77.29,107.7,0.025,0.417,0.22
630454,105.59,205.9,0.352,0.081,0.22
630529,89.75,89.75,0.169,0.508,0.34
630908,118.78,424.48,0.505,1.191,0.85
631211,44.35,107.7,0.355,0.417,0.39
631250,58.07,73.91,0.197,0.589,0.39
631449,53.96,143.56,0.244,0.235,0.24
632894,232.3,364.29,1.816,0.886,1.35
633289,58.07,77.08,0.197,0.573,0.38
633351,78.19,140.74,0.036,0.250,0.14
633400,60.19,119.32,0.172,0.358,0.27
633464,25.24,50.46,0.576,0.708,0.64
633602,57.95,179.01,0.198,0.055,0.13
634807,55.25,100.46,0.229,0.454,0.34
634860,46.77,79.37,0.328,0.561,0.44
634876,82.36,107.7,0.084,0.418,0.25
634927,62.28,85.35,0.148,0.531,0.34
635133,36.9,67.31,0.442,0.623,0.53
635523,57.17,95.6,0.207,0.479,0.34
635677,70.33,150.69,0.055,0.199,0.13
635904,98.67,109.77,0.273,0.407,0.34
636267,68.64,89.75,0.075,0.509,0.29
636408,85.39,130.6,0.119,0.301,0.21
636519,58.07,76.03,0.197,0.579,0.39
636531,175.81,343.58,1.164,0.781,0.97
637988,51.74,77.08,0.270,0.573,0.42
638293,65.3,180.84,0.113,0.046,0.08
638539,69.32,142.66,0.067,0.240,0.15
639145,52.8,79.19,0.258,0.563,0.41
645430,60.28,73.33,0.171,0.593,0.38
645741,21.42,59.49,0.621,0.663,0.64
645885,35.69,83.28,0.456,0.542,0.50
645911,56.8,56.8,0.212,0.677,0.44
646019,25.94,52.11,0.569,0.701,0.63
646187,47.52,103.48,0.319,0.440,0.38
646222,24.11,124.35,0.590,0.333,0.46
646387,51.23,51.23,0.276,0.706,0.49
646857,73.33,90.42,0.020,0.506,0.26
646994,91.43,132.3,0.189,0.293,0.24
647305,126.71,221.74,0.597,0.162,0.38
647329,79.19,79.19,0.047,0.563,0.31
647347,34.27,64.25,0.473,0.640,0.56
647353,95.03,147.83,0.231,0.214,0.22
647374,54.74,87.58,0.236,0.521,0.38
647781,26.69,26.69,0.560,0.831,0.70
647885,80.78,100.32,0.066,0.456,0.26
647935,112.52,125.58,0.433,0.327,0.38
648194,58.91,148.87,0.187,0.209,0.20
648212,52.37,52.37,0.263,0.700,0.48
648225,58.07,98.2,0.197,0.467,0.33
649228,38.07,109.46,0.429,0.410,0.42
649247,55.25,119.55,0.230,0.358,0.29
650948,47.52,79.19,0.319,0.564,0.44
651016,95.03,95.03,0.231,0.483,0.36
651429,87.79,87.79,0.147,0.520,0.33
651660,95.03,95.03,0.231,0.483,0.36
652129,195.54,242,1.394,0.266,0.83
652134,212.24,277.71,1.587,0.448,1.02
652135,91.87,137.27,0.194,0.268,0.23
652139,62.83,212.24,0.142,0.114,0.13
653811,53.44,59.39,0.251,0.665,0.46
654860,73.91,106.63,0.014,0.424,0.22
654971,73.91,126.71,0.014,0.322,0.17
655087,90.75,90.75,0.181,0.505,0.34
655532,105.59,174.23,0.353,0.080,0.22
657718,78.49,184.87,0.039,0.026,0.03
657752,63.36,95.03,0.136,0.484,0.31
658570,63,101.22,0.140,0.452,0.30
658691,69.71,139.43,0.062,0.257,0.16
658842,30.7,87.81,0.514,0.521,0.52
658913,40.18,65.3,0.404,0.635,0.52
659993,95.03,95.03,0.231,0.484,0.36
661197,299.77,473.39,2.600,1.446,2.02
661198,52.8,73.91,0.258,0.591,0.42
662144,38.88,128.59,0.419,0.313,0.37
662882,68.64,121.43,0.075,0.349,0.21
662960,68.64,95.03,0.075,0.484,0.28
663581,83.41,83.41,0.096,0.543,0.32
664027,110.51,221.02,0.410,0.159,0.28
664658,66.1,86.75,0.104,0.526,0.32
664991,59.49,98.77,0.181,0.465,0.32
665096,89.75,131.99,0.170,0.295,0.23
665619,69.2,195.2,0.068,0.027,0.05
666192,73.91,147.83,0.014,0.215,0.11
667191,68.81,149.49,0.073,0.206,0.14
674037,70.89,100.08,0.049,0.458,0.25
674073,102.17,102.17,0.313,0.448,0.38
674218,68.64,73.91,0.075,0.592,0.33
674711,82.36,101.37,0.084,0.452,0.27
674723,119.74,150.79,0.517,0.200,0.36
676564,40.18,90.42,0.404,0.508,0.46
676618,106.34,133.05,0.362,0.290,0.33
677248,104.54,142.55,0.341,0.242,0.29
677316,121.43,300.94,0.536,0.567,0.55
677456,51.61,948.38,0.272,3.870,2.07
677847,55.25,90.42,0.230,0.508,0.37
678223,59.28,94.43,0.183,0.487,0.34
678440,166.27,274.75,1.056,0.433,0.74
679109,72.69,168.95,0.028,0.107,0.07
679117,88.7,145.72,0.157,0.225,0.19
679132,58.07,121.43,0.197,0.349,0.27
679142,71.81,112.99,0.038,0.392,0.22
